,Disk (GB),Memory (GB),CPU (Core),Bandwidth (MB/s),Region,Latitude,Longitude
4777,2562,15,12,743,Florida,25.997686039182756,85.27250484523961
4778,2562,15,12,743,Florida,29.389765265158086,87.13116678048138
4779,2562,15,12,743,Florida,29.735714601029635,82.8223966763158
4780,2562,15,12,743,Florida,27.350094897472065,81.57301645414496
4781,2562,15,12,743,Florida,26.854882641455255,85.71711913386267
4782,2562,15,12,743,Florida,25.718887829141554,86.88857718122975
4783,2562,15,12,743,Florida,24.95837236086229,87.50625145056009
4784,2562,15,12,743,Florida,26.53336278073958,81.8710338881269
4785,2562,15,12,743,Florida,25.170360490673175,82.09546604143198
4786,2562,15,12,738,Florida,29.71883428635576,86.46455362949769
4787,2562,15,12,735,Florida,27.48592758477759,80.02881938034348
4788,2562,15,12,734,Florida,24.849161564955274,81.05019140649713
4789,2562,15,12,732,Florida,27.629177625443525,80.25239596700385
4790,2562,15,12,732,Florida,26.804873934232134,82.87986971601875
4791,2562,15,12,731,Florida,30.88468543682673,87.0879594743496
4792,2562,15,12,730,Florida,26.274533472408578,84.46922062984459
4793,2562,15,12,730,Florida,25.81229385431447,86.44902153866562
4794,2562,15,12,724,Florida,30.831029151753455,80.7455995695153
4795,2562,15,12,720,Florida,26.267788475602003,83.14534640487241
4796,2562,15,12,717,Florida,26.889506923874187,85.3256404722539
4797,2562,15,12,712,Florida,25.26639429117426,84.10685951585566
4798,2562,15,12,712,Florida,25.16750348979085,82.35356154837272
4799,2562,15,12,712,Florida,26.828605414004123,83.52077758349203
4800,2562,15,12,712,Florida,25.970348868459958,80.10773531477308
4801,2562,15,12,712,Florida,26.824277856878876,81.8454495325718
4802,2562,15,12,712,Florida,28.20723204665134,82.95845090503357
4803,2562,15,12,712,Florida,25.013685593497534,81.90029828296045
4804,2562,15,12,712,Florida,28.034989672556357,81.61140346476843
4805,2562,15,12,712,Florida,25.119077352030295,87.01473448991682
4806,2562,15,12,712,Florida,27.430852504308103,87.04551499277134
4807,2562,15,12,712,Florida,30.36101356193309,84.44255713239141
4808,2562,15,12,712,Florida,28.042561389882216,86.04608210372302
4809,2562,15,12,712,Florida,27.18805425924519,86.3971779365274
4810,2467,15,12,712,Florida,29.052867453340312,83.19250414040746
4811,2277,15,12,712,Florida,24.526558203823072,83.95313025045358
4812,2277,15,12,712,Florida,28.568928605549786,82.62139441772229
4813,2277,15,12,712,Florida,24.720310417996306,87.21856781411047
4814,2277,15,12,712,Florida,26.241814631652893,83.63911728744557
4815,2277,15,12,712,Florida,26.621368456996013,84.55345129194373
4816,2277,15,12,712,Florida,26.031854971669787,82.21137224274425
4817,2277,15,12,712,Florida,27.811134202354324,81.01096950376858
4818,2277,15,12,712,Florida,25.37990899052137,87.41386896918873
4819,2277,15,12,712,Florida,30.237512673780035,86.8858770764428
4820,2277,15,12,712,Florida,26.029930200575855,82.19456500907518
4821,2277,15,12,712,Florida,27.83403755231373,82.02041958691902
4822,2277,15,12,712,Florida,26.853058682627186,86.09039695566845
4823,2277,15,12,711,Florida,30.61765891510504,84.52853628762703
4824,2277,15,12,704,Florida,26.180465168463897,80.36823032825441
4825,2277,15,12,700,Florida,30.01821401210367,85.73021197003904
4826,2277,15,12,697,Florida,26.05052930077028,83.42968325640489
4827,2277,15,12,697,Florida,26.609978706879588,82.63490540267371
4828,2277,15,12,695,Florida,27.93853320375022,85.15113952754243
4829,2277,15,12,695,Florida,30.512849653156653,81.38804843247112
4830,2277,15,12,692,Florida,24.98171925004562,86.62511027000046
4831,2277,15,12,689,Florida,25.834896039936414,81.1194170382854
4832,2277,15,12,688,Florida,27.94957290862418,83.22218648208262
4833,2277,15,12,688,Florida,26.367215329539743,80.25443207630737
4834,2277,15,12,685,Florida,25.97411164677661,84.72586921849816
4835,2277,15,12,683,Florida,26.45751302240769,82.86770532805902
4836,2277,15,12,683,Florida,28.7205135458403,83.37214583826706
4837,2277,15,12,683,Florida,26.59823559910019,86.45080904034707
4838,2277,15,12,683,Florida,29.761765987622898,81.8490297406269
4839,2277,15,12,683,Florida,26.232830040860605,87.10958392332839
4840,2277,15,12,683,Florida,29.16653594504143,81.6413065229531
4841,2277,15,12,683,Florida,30.08641871356245,86.52249802013903
4842,2277,15,12,683,Florida,27.356020205447543,86.20035642756717
4843,2277,15,12,681,Florida,26.440790137448964,82.00573763981637
4844,2277,15,12,678,Florida,25.815871971445297,86.93303778545406
4845,2277,15,12,678,Florida,25.101215830503357,87.1115647137729
4846,2277,15,12,673,Florida,30.832319989737254,83.81747150065287
4847,2277,15,12,672,Florida,25.17505907698041,79.90722574054179
4848,2277,15,12,669,Florida,30.931688644087558,83.11920257259766
4849,2277,15,12,668,Florida,27.800532852365702,82.46447044619488
4850,2277,15,12,666,Florida,25.656704168830316,80.66368174735932
4851,2277,15,12,666,Florida,28.413164861131435,85.63070841968761
4852,2277,15,12,666,Florida,26.678073773407153,80.71059594051239
4853,2277,15,12,666,Florida,26.885737837741196,80.43954817267388
4854,2277,15,12,663,Florida,24.917461941690355,86.63866168915507
4855,2277,15,12,660,Florida,29.124875393745416,85.19779721012229
4856,2277,15,12,660,Florida,26.76036100363155,83.30635574432225
4857,2277,15,12,658,Florida,29.31497236459881,82.842136800976
4858,2277,15,12,656,Florida,28.158263584562626,85.38995754000653
4859,2277,15,12,655,Florida,26.401534690688596,80.57025318018758
4860,2277,15,12,655,Florida,28.73987364842779,84.9570726873242
4861,2277,15,12,653,Florida,27.361949200627098,83.52145401757438
4862,2277,15,12,652,Florida,26.9776889815463,81.37633043055837
4863,2277,15,12,652,Florida,24.86584482237666,80.43530499247389
4864,2272,15,12,652,Florida,27.259686425533726,81.54534732925313
4865,1992,15,12,652,Florida,29.79005749669585,86.57709458020008
4866,1992,15,12,651,Florida,29.259464730800268,83.44754375007791
4867,1992,15,12,649,Florida,25.483548334887963,87.31955545668008
4868,1992,15,12,649,Florida,25.239447437517388,84.14020099907161
4869,1992,15,12,647,Florida,30.133217554873895,82.40665935792865
4870,1992,15,12,646,Florida,27.58342139955308,84.97365632722958
4871,1992,15,12,641,Florida,26.6400583431299,85.78120834938737
4872,1992,15,12,638,Florida,25.85333115733975,87.09048697629106
4873,1992,15,12,637,Florida,28.882919502392788,85.602720864431
4874,1992,15,12,635,Florida,28.738784998548446,84.09015321346486
4875,1992,15,12,633,Florida,28.479491239930542,85.37715409362916
4876,1992,15,12,632,Florida,26.380562792587188,82.52379200697305
4877,1992,15,12,632,Florida,29.077146466942736,87.04085268293677
4878,1992,15,12,630,Florida,27.802494497694806,85.73320547345118
4879,1992,15,12,629,Florida,24.982797698385905,81.80835455301673
4880,1992,15,12,626,Florida,29.519863050425894,80.83442097809407
4881,1992,15,12,624,Florida,30.71572234253609,80.93702637226816
4882,1992,15,12,624,Florida,28.642250346294304,81.90541535618185
4883,1992,15,12,624,Florida,27.543121797630484,85.60225117856893
4884,1992,15,12,624,Florida,28.345709573023925,85.63085869270462
4885,1992,15,12,624,Florida,27.718320139722735,86.43554575134424
4886,1992,15,12,624,Florida,28.925621710737055,84.04911214816548
4887,1992,15,12,624,Florida,25.28799561038361,79.94845294815049
4888,1992,15,12,624,Florida,30.066103305410316,86.47922510947257
4889,1992,15,12,623,Florida,27.360961009994035,86.51826712414324
4890,1992,15,12,621,Florida,30.567230785203858,84.99953832402167
4891,1992,15,12,620,Florida,27.02629402501782,86.12918695258817
4892,1992,15,12,620,Florida,27.798326599535404,83.90662359212043
4893,1992,15,12,618,Florida,27.963244839274715,82.36036529914391
4894,1992,15,12,618,Florida,30.295101053852715,81.44087594545856
4895,1992,15,12,618,Florida,30.89015694204042,83.9341159460708
4896,1992,15,12,616,Florida,28.996285658126695,83.07985213985755
4897,1992,15,12,615,Florida,27.026741463432234,83.93325799827429
4898,1992,15,12,614,Florida,26.629274389629114,81.47085738205189
4899,1992,15,12,612,Florida,28.933548334083543,86.93435414977937
4900,1992,15,12,612,Florida,30.449497106950055,81.28626073772345
4901,1992,15,12,610,Florida,26.558156768966395,84.13628634887974
4902,1992,15,12,607,Florida,25.024246201446484,83.90209039185376
4903,1992,15,12,607,Florida,30.885649394211452,85.6957075936181
4904,1992,15,12,607,Florida,27.893131251255188,83.62724044108315
4905,1992,15,12,607,Florida,25.75956657937191,84.2368482582615
4906,1992,15,12,606,Florida,30.481317662730035,83.51315008882004
4907,1992,15,12,604,Florida,29.308065761525118,82.08873498833921
4908,1992,15,12,601,Florida,26.382167701943082,80.85477920973983
4909,1992,15,12,600,Florida,25.048563997737993,85.6408561777434
4910,1992,15,12,599,Florida,29.54934591801407,87.1715683897932
4911,1992,15,12,597,Florida,29.725466946854155,87.36514955335254
4912,1992,15,12,595,Florida,26.63883304720762,80.60166699180228
4913,1992,15,12,593,Florida,26.54765198330022,83.57492379381685
4914,1992,15,12,593,Florida,26.072783744890437,85.67105505779752
4915,1992,15,12,592,Florida,30.459091924275924,82.18786659589276
4916,1992,15,12,592,Florida,28.801107664585867,84.08347069304969
4917,1992,15,12,592,Florida,26.54812854421148,84.12194888188853
4918,1990,15,12,592,Florida,29.105761602538994,86.33172729690511
4919,1979,15,12,592,Florida,25.574666717613237,85.8675685009581
4920,1882,15,12,592,Florida,27.70571916757146,85.02814012021976
4921,1826,15,12,592,Florida,27.088412689722016,84.45152887408983
4922,1708,15,12,592,Florida,25.552206570029536,86.22435865117522
4923,1708,15,12,592,Florida,26.673615339843938,85.55489037201063
4924,1708,15,12,592,Florida,27.50295570067019,87.3322169882541
4925,1708,15,12,592,Florida,30.522940023400153,80.52833244577286
4926,1708,15,12,592,Florida,30.302011705066043,84.95441129034812
4927,1708,15,12,592,Florida,25.173936537288206,83.31636624486535
4928,1708,15,12,592,Florida,29.161730315630745,84.97915694014246
4929,1708,15,12,592,Florida,27.192118651381683,84.62546182242819
4930,1708,15,12,592,Florida,30.879642217694823,82.1075526254192
4931,1708,15,12,592,Florida,30.909960874326718,83.72540652165415
4932,1708,15,12,592,Florida,24.926870130302625,87.04623089899803
4933,1708,15,12,592,Florida,25.388615229168213,85.20629722145077
4934,1708,15,12,592,Florida,29.833510950332787,83.62437446479457
4935,1708,15,12,592,Florida,28.169043874316507,83.23964993617813
4936,1708,15,12,592,Florida,26.276861529418014,84.20005097884652
4937,1708,15,12,592,Florida,29.193132847867894,86.07782402107182
4938,1708,15,12,592,Florida,30.46477007811155,85.0381543455365
4939,1708,15,12,592,Florida,25.49386134638651,80.36860209917438
4940,1708,15,12,592,Florida,30.707494805258875,85.15485349344722
4941,1708,15,12,592,Florida,27.677221399335938,86.24406280403994
4942,1708,15,12,592,Florida,30.120707741738524,86.32314843474121
4943,1708,15,12,592,Florida,26.55287270560942,84.43141660364712
4944,1708,15,12,592,Florida,29.729723440477088,87.5486316118058
4945,1708,15,12,592,Florida,27.134214943686565,84.36263803556737
4946,1708,15,12,592,Florida,24.888436431900157,80.4011991462058
4947,1708,15,12,592,Florida,28.38149452822244,86.15450379882137
4948,1708,15,12,592,Florida,30.837374340254406,80.84312163490176
4949,1708,15,12,592,Florida,24.99727831227409,82.22245130552047
4950,1708,15,12,592,Florida,25.040998663890466,87.26972439266795
4951,1708,15,12,592,Florida,24.62491480853282,80.7163496141798
4952,1708,15,12,592,Florida,24.682325365263242,86.69443975272347
4953,1708,15,12,592,Florida,28.925495383233997,81.13657708965195
4954,1708,15,12,592,Florida,29.1582021348638,86.58364565513116
4955,1708,15,12,592,Florida,29.43645391976871,82.34249510470856
4956,1708,15,12,592,Florida,30.791451018249052,83.5199252535568
4957,1708,15,12,592,Florida,26.782135231537776,81.76442634120123
4958,1708,15,12,592,Florida,26.446519800173366,80.54651918187648
4959,1708,15,12,592,Florida,30.46078666463749,84.25419495841192
4960,1708,15,12,592,Florida,27.63840041752302,83.09547089497427
4961,1708,15,12,592,Florida,28.98859124613098,83.00822608314013
4962,1708,15,12,592,Florida,30.344410763272865,87.05650897896983
4963,1708,15,12,592,Florida,25.394820550025294,82.55122402389021
4964,1708,15,12,592,Florida,27.66769001120375,80.3250539102286
4965,1708,15,12,592,Florida,28.585562244848596,87.14302677721659
4966,1708,15,12,592,Florida,26.630940654262638,85.27972325067762
4967,1708,15,12,592,Florida,30.425775829041516,87.20523251786948
4968,1708,15,12,592,Florida,28.894375341537497,80.31815843131261
4969,1708,15,12,592,Florida,27.799295001615285,85.34153015898009
4970,1708,15,12,592,Florida,30.999974594958054,81.37736864884283
4971,1708,15,12,592,Florida,29.262776275158323,82.10965225039669
4972,1708,15,12,592,Florida,28.040341898759056,83.25100535667329
4973,1708,15,12,592,Florida,26.700384546509273,82.5041974363935
4974,1708,15,12,592,Florida,29.419696264402376,86.46021736996323
4975,1708,15,12,592,Florida,26.609952761180402,81.88374195458009
4976,1708,15,12,592,Florida,30.88657503321801,80.35925671208892
4977,1708,15,12,592,Florida,24.660672308003832,81.31900698492117
4978,1708,15,12,592,Florida,25.972717523605056,87.48391335419029
4979,1708,15,12,592,Florida,25.479498651751932,84.9256668034887
4980,1708,15,12,592,Florida,30.675168103159628,86.56027244436882
4981,1708,15,12,592,Florida,27.630174285627817,81.48169695386557
4982,1708,15,12,592,Florida,30.78570021760747,81.76524305470605
4983,1708,15,12,592,Florida,25.016083754471282,82.20358570965536
4984,1708,15,12,592,Florida,26.412540796382974,85.03376217461656
4985,1708,15,12,592,Florida,25.138229857519157,84.87700474709476
4986,1708,15,12,592,Florida,25.658953314634065,86.46163505983891
4987,1708,15,12,592,Florida,29.562753396236367,81.53224116778854
4988,1708,15,12,592,Florida,27.871015277828825,80.55433883998661
4989,1708,15,12,592,Florida,28.75139044340922,87.58108200217714
4990,1708,15,12,592,Florida,28.74271642563341,86.12281879800402
4991,1708,15,12,592,Florida,27.348343666135708,87.49404214395685
4992,1708,15,12,592,Florida,25.1812236855354,82.08050627296112
4993,1708,15,12,592,Florida,27.160867014983314,83.10459225777313
4994,1708,15,12,592,Florida,28.295512985465805,84.09284131879097
4995,1708,15,12,592,Florida,28.192009600224388,80.01153645477373
4996,1708,15,12,592,Florida,25.16498084202062,80.32162326399583
4997,1708,15,12,592,Florida,25.93965244233271,86.80049551010234
4998,1708,15,12,592,Florida,26.141028927841745,82.70904327700532
4999,1708,15,12,592,Florida,26.43013776286713,80.4645049067585
5000,1708,15,12,592,Florida,30.631263125246136,83.50273072345347
5001,1708,15,12,592,Florida,27.87465206100744,86.51571913858187
5002,1708,15,12,592,Florida,28.992245601413607,83.2972984155464
5003,1708,15,12,592,Florida,27.19519774670937,85.46805105071516
5004,1708,15,12,592,Florida,30.041462914550852,83.38372057468862
5005,1708,15,12,592,Florida,24.669908297940868,86.30411992406374
5006,1708,15,12,592,Florida,28.35030444666094,86.3788683193793
5007,1708,15,12,592,Florida,28.202232357735696,83.21870597994152
5008,1708,15,12,592,Florida,30.316879036657205,83.1871942393705
5009,1708,15,12,592,Florida,29.079020987228233,83.77539817471128
5010,1708,15,12,592,Florida,24.61839782050701,84.89611915549422
5011,1708,15,12,592,Florida,24.55179286270195,81.6727338249078
5012,1708,15,12,592,Florida,25.749680130983432,83.30519699186036
5013,1708,15,12,592,Florida,28.496706573701264,82.9903420278107
5014,1708,15,12,592,Florida,27.82296361082942,87.60158989527008
5015,1708,15,12,592,Florida,26.722892209174155,86.77669659144095
5016,1708,15,12,592,Florida,28.013960370336317,81.97281142659115
5017,1708,15,12,592,Florida,30.121617680767052,86.82349677405847
5018,1708,15,12,592,Florida,26.945266992447607,87.56522816674335
5019,1708,15,12,592,Florida,29.453357245458136,86.96502487693256
5020,1708,15,12,592,Florida,29.434090659717402,82.79345924756925
5021,1708,15,12,592,Florida,28.540109314322425,85.13678802960447
5022,1708,15,12,592,Florida,28.961177432128025,85.1723345871531
5023,1708,15,12,592,Florida,29.391166585733885,80.69120609979582
5024,1708,15,12,592,Florida,26.11759855230052,82.66026253847896
5025,1708,15,12,592,Florida,30.429602499940547,80.73946784259743
5026,1708,15,12,592,Florida,28.629295483971482,80.52590891952977
5027,1708,15,12,592,Florida,28.46690285623251,82.90655503712559
5028,1708,15,12,592,Florida,25.15753461252778,83.07918935722456
5029,1708,15,12,592,Florida,29.78582207397615,82.38320304598255
5030,1708,15,12,592,Florida,26.115069322911523,86.22583000821767
5031,1708,15,12,592,Florida,30.95728105664928,84.3561820445427
5032,1708,15,12,592,Florida,26.385512218199477,83.0401989877114
